comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
сами устранили;4226465;5;1;0;0;0;0;0
быстро исправили причину шума щитка. спасибо за оперативность;4226443;5;1;0;0;1;0;0
спасибо большое за разъяснения,теперь все ясно и понятно.;4226268;5;1;0;0;0;1;0
оперативно отреагировали быстро сделали спасибо;4226175;5;1;0;0;1;0;0
спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается;4226089;5;0;0;0;0;0;1
спасибо за скорость работы 👍;4225989;5;0;0;0;1;0;0
стулья привезли, а зеркало нет.;4225811;5;0;0;0;0;0;1
сантехник пришёл всё сделал;4225753;5;1;0;0;0;0;0
спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.;4225724;5;1;0;1;1;1;0
спасибо, жду перерасчет .;4225635;5;1;0;0;0;0;0
очень оперативно решили вопрос, спасибо!;4225626;5;1;0;0;1;0;0
красавчеги!;4225575;5;0;0;0;0;1;0
спасибо! все устранено!;4225435;5;1;0;0;0;0;0
пришли очень оперативно !;4225170;5;0;0;0;1;0;0
мы сами устранили;4225103;5;1;0;0;0;0;0
отличный аккуратный специалист.;4225040;5;0;0;1;0;0;0
всё было сделано быстро и качественно, огромное спасибо мастеру;4225032;5;1;1;1;1;0;0
супер мастер;4224936;5;0;0;1;0;0;0
спасибо большое за решение вопроса.;4224703;5;1;0;0;0;0;0
спасибо, всё исправили;4224664;5;1;0;0;0;0;0
спасибо! все поняла;4224554;5;1;0;0;0;0;0
жаль не с первого раза, звонков 8;4224482;5;1;0;0;0;0;0
просьба очищать своевременн, не дожидаясь заявок;4224118;5;1;0;0;0;0;0
мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет;4224033;5;1;0;0;0;0;0
нашли причину;4224005;5;1;0;0;0;0;0
оперативно, удобно!;4223977;5;0;0;0;1;0;0
все отлично! выявили проблему.;4223959;5;1;0;0;0;0;0
спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!;4223869;5;0;0;0;1;1;0
всю ночь стоят палеты и стеллажи у подъезда;4223859;5;0;0;0;0;0;1
ответа на вопрос нет;4223800;5;0;0;0;0;0;1
благодарю вас;4223719;5;0;0;0;0;1;0
сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.;4223661;5;1;0;1;1;0;0
быстро! спасибо!;4223587;5;0;0;0;1;0;0
оперативно заменили и опломбировали, спасибо!;4223388;5;1;0;0;1;0;0
классно;4223285;5;0;0;0;0;1;0
ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.;4223272;5;1;0;0;1;0;0
всё сделали хорошо и быстро.;4223241;5;1;1;0;1;0;0
мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?;4223153;5;0;0;0;0;0;1
быстро и оперативно помогли решить вопрос!;4223142;5;1;0;0;1;0;0
спасибо, быстро освободили;4223029;5;1;0;0;1;0;0
электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...;4222957;5;1;0;0;0;0;0
тяп-ляп, ну ладно, тут везде так;4222777;5;1;0;0;0;0;0
спасибо, вижу счетчики в приложении;4222690;5;1;0;0;0;0;0
сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!;4222643;5;0;0;1;0;0;0
очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.;4222607;5;0;0;1;0;0;0
а кто заявку подавал? я не подвала. или это автоматически;4222565;5;0;0;0;0;0;0
профессионал. все решили.;4222446;5;1;0;1;0;0;0
спасибо мастеру за работу;4222362;5;0;0;1;0;0;0
сантехник андрей качественно выполнил свою работу.;4222340;5;1;1;1;0;0;0
быстрое решение. спасибо руслану;4222299;5;1;0;0;1;0;0
всё отлично, решили всё);4222276;5;1;0;0;0;1;0
не вписан ещё один человек;4222274;5;0;0;0;0;0;1
спасибо, за быстрое решение;4222082;5;1;0;0;1;0;0
спасибо большое за помощь;4222023;5;1;0;0;0;1;0
очень часто ломается.;4221927;5;1;0;0;0;0;0
спасибо, очень быстро решили вопрос по заявке!;4221917;5;1;0;0;1;0;0
где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?;4221772;5;0;0;0;0;0;1
надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!;4221569;5;0;0;0;0;0;1
ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!;4221567;5;0;0;0;0;0;1
давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......;4221565;5;0;0;0;0;0;1
быстро отреагировали!;4221447;5;0;0;0;1;0;0
"сняла одну звезду за молчаливое закрытие заявки. 
а так, действительно, пришла домой, свет уже был.";4221334;5;1;0;0;0;0;0
не отображаются счета на оплату;4221099;5;0;0;0;0;0;1
большое спасибо, все починили очень оперативно!;4221077;5;1;0;0;1;1;0
благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.;4220856;5;1;1;1;0;0;0
прекрасный мастер. все оперативно решил, благодарю !;4220642;5;1;0;1;1;0;0
здравствуйте, когда будет видна оплата? платили по реквизитам;4220445;5;0;0;0;0;0;1
спасибо за оперативность за быструю обратную связь;4220372;5;0;0;0;1;1;0
сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной;4220321;5;0;0;0;0;0;1
быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!;4220220;5;0;0;0;1;0;0
долго ехали, сигнализация орала несколько часов. невозможно нормально работать и жить, когда под ухом без перерыва несколько часов голосит сигнализация;4220012;5;1;0;0;0;0;0
благодарю! вопрос был оперативно решен;4219996;5;1;0;0;1;0;0
все четко сделал,;4219789;5;0;0;0;0;1;0
доводчик заменили в тот же день, спасибо.;4219754;5;1;0;0;1;0;0
быстро и качественно;4219670;5;0;1;0;1;0;0
счет оплачен ! квитанция выслана  вам в чате;4219646;5;0;0;0;0;0;0
оперативно все исправили.;4219625;5;1;0;0;1;0;0
спасибо мастеру, починил всё быстро и профессионально,  поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.;4219518;5;1;0;1;1;0;0
спасибо большое что услышали, убрали возле 38/1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!;4219489;5;1;0;0;0;1;0
за оперативность, спасибо большое;4219427;5;0;0;0;1;0;0
огромное спасибо, специалистам!;4219422;5;0;0;1;0;0;0
электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.;4219378;5;1;0;1;0;0;0
хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.;4219364;5;1;0;0;1;0;0
было бы удобнее, если сразу дали ссылку или название раздела, где эту заявку оформить. потому что в приложении очень неудобно искать, где подать эту заявку. чёрт ногу сломит;4219359;5;1;0;0;0;0;0
спасибо! оперативно получены по электронной почте.;4219271;5;1;0;0;1;0;0
благодарю за быстрый ответ;4219270;5;1;0;0;1;0;0
большое спасибо за оперативную работу!!!;4219268;5;0;0;0;1;0;0
моя ошибка;4219232;5;0;0;0;0;0;0
оперативно, большое спасибо;4219218;5;0;0;0;1;0;0
зеркало не было подключено к проводке пои замене в прошлом году, что теперь делать не известно? заведу новую заявку на замену зеркала;4219139;5;0;0;0;0;0;1
прошу  перенести урну от подъезда, чтобы у людей не было собоазна поставить туда свой бытовой мусор;4218988;5;0;0;0;0;0;1
электрик справился с проблемой за 5минут молодец;4218908;5;1;0;1;1;0;0
очень оперативно решили проблему и восстановили освещение в холле.;4218859;5;1;0;0;1;0;0
большое спасибо быстро исправили;4218817;5;1;0;0;1;0;0
лифт работает;4218759;5;1;0;0;0;0;0
большое спасибо очень быстро исправили;4218754;5;1;0;0;1;0;0
ответ получен на один вопрос из двух. второй вопрос просто проигнорирован;4218747;5;0;0;0;0;0;1
замечательный сантехник , который правда помогает,очень приятный и воспитанный мужчина;4218724;5;0;0;1;0;0;0
"больше спасибо!
всё работает.";4218607;5;1;0;0;0;1;0
"ничего не выполнено!
не пишите х......!!!!!!!
подобный бардак как в ук пригорода вижу впервые!";4218476;5;0;0;0;0;0;1
спасибо большое электрику 🙏;4218453;5;0;0;1;0;0;0
сделанно не аккуратно.торчат резинки .;4218409;5;1;0;0;0;0;0
подача тепла возобновилась в короткие сроки;4218310;5;1;0;0;1;0;0
благодарю за оперативность проведённой работы!;4218282;5;1;0;0;1;0;0
прогресс;4218253;5;0;0;0;0;0;0
оперативно проведена консультация и проблема была устранена. огромное спасибо.;4218135;5;1;0;0;1;1;0
спасибо большое. оперативно устранили течь по стояку в ванной.;4218027;5;1;0;0;1;1;0
сумма, которую я должна заплатить за коммунальные услуги сохранилась (34 384,14 рублей). когда данная сумма уменьшится на перенесенную (7 413,53 рублей)и;4218008;5;0;0;0;0;0;1
какой акт выполненных работ мы должны предоставить?ремонт делали сами....;4218004;5;0;0;0;0;0;0
спасибо вам огромное!!!!;4217998;5;0;0;0;0;1;0
я звонила и сообщила, что мне нужен перерасчет, так как в декабре прошло 3 оплаты на сумму больше 30000,  3 оплаты;4217911;5;0;0;0;0;0;1
спасибо, за быструю реакцию и решение проблемы;4217635;5;1;0;0;1;0;0
быстро отреагировали, спасибо;4217631;5;0;0;0;1;0;0
а можно фото акта скинуть ?;4217568;5;0;0;0;0;0;1
"спасибо валерию. все сделал хорошо. 
маленький минус, что долго шли. 
была бы течь более сильной, то за 2,5 часа ... 
но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...";4217525;5;1;1;0;0;0;0
отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.;4217490;5;0;0;0;1;1;0
очень отзывчивый, профи своего дела!!;4217486;5;0;0;1;0;0;0
очень удобный сервис, но пока ещё выясняем;4217417;5;0;0;0;0;1;0
за ноябрь оплата была, куда могу выслать подтверждающие документы ?;4217383;5;0;0;0;0;0;1
спасибо, игорь!;4217322;5;1;0;0;0;0;0
спасибо большое, все сделали отлично!;4217286;5;1;0;0;0;1;0
супер быстро;4217169;5;0;0;0;1;0;0
всё убрали, спасибо;4217145;5;1;0;0;0;0;0
качественно,быстро;4217093;5;0;1;0;1;0;0
установили быстро и хорошо). спасибо.;4216980;5;0;1;0;1;0;0
спасибо что так быстро починили дверь;4216813;5;1;0;0;1;0;0
очень понравилась работа игоря.;4216758;5;0;0;1;0;0;0
отлично!!!! быстро отреагировали. всё работает!!!!!!;4216642;5;1;1;0;1;0;0
сделано, спасибо;4216360;5;1;0;0;0;1;0
заявка не выполнена, грязи на дороге еще больше;4216283;5;0;0;0;0;0;1
электрик молодец!;4216224;5;0;0;1;0;0;0
спасибо технику дмитрию за помощь!;4216172;5;1;0;1;0;0;0
выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!;4216104;5;1;1;1;0;1;0
отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.;4216092;5;1;0;0;1;0;0
спасибо за оперативность. сотрудник устранил проблему.;4215839;5;1;0;0;1;0;0
спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.;4215769;5;1;0;0;0;0;0
потрясающий сантехник! спасибо ☺️;4215754;5;0;0;1;0;0;0
спасибо оперативно починили 👍;4215731;5;1;0;0;1;0;0
спасибо, все работало до вчерашнего дня;4215665;5;0;0;0;0;0;1
спасибо, вы прекрасны!;4215603;5;0;0;0;0;1;0
cспасибо!;4215573;5;1;0;0;0;0;0
спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.;4215565;5;0;0;1;1;0;0
в личном кабинете так  указан  не верный счетчик с неверными показаниями.;4215449;5;0;0;0;0;0;1
выдайте александру премию!;4215446;5;0;0;1;0;0;0
большое спасибо.. оперативно подкл  электричество !;4215416;5;1;0;0;1;0;0
может ли быть причиной срабатывания пожарной сигнализации курение в квартире? регулярно слышу запах сигарет, который проникает в квартиру по вентиляции;4215184;5;0;0;0;0;0;0
супер оперативно, спасибо);4215126;5;0;0;0;1;0;0
все отлично, оперативно, спасибо.;4215074;5;0;0;0;1;1;0
откликнулись быстро оперативно;4215062;5;0;0;0;1;0;0
теперь всё в норме!))👍;4215045;5;1;0;0;0;0;0
спасибо за оперативное реагирование;4215012;5;0;0;0;1;0;0
спасибо,что стараетесь исправить быстро)))но увы…;4214866;5;0;0;0;1;0;0
устранено, спасибо!;4214790;5;1;0;0;0;0;0
благодарю, что наконец то устранили проблему.;4214752;5;1;0;0;0;1;0
пришли очень быстро!;4214749;5;0;0;0;1;0;0
спасибо! ответ был предоставлен оперативно 🤝;4214634;5;1;0;0;1;0;0
работа выполнена быстро, проблема решена;4214606;5;1;0;0;1;0;0
общий корридор на площадке 3 этажа не убран.есть камера видеонаблюдения;4214605;5;0;0;0;0;0;1
спасибо за исправление;4214518;5;1;0;0;0;0;0
быстро оформили заявку, быстро пришли сантехники;4214480;5;0;0;0;1;0;0
огромное спасибо , мастеру за профессионализм;4214387;5;0;0;1;0;0;0
быстро выполнили заявку;4214336;5;1;0;0;1;0;0
очень быстро, очень приятные люди.;4214193;5;0;0;0;1;0;0
отреагировали быстро и устранили неисправность;4214096;5;1;0;0;1;0;0
фасад очистили, а виновника искать не стали;4214081;5;1;0;0;0;0;0
очень благодарна, компетентному сотруднику и грамотному разъяснению моего вопроса!;4213959;5;0;0;1;0;0;0
все исправили. спасибо;4213825;5;1;0;0;0;1;0
спасибо, все четко и быстро!!!;4213810;5;0;0;0;1;1;0
отзывчивые девочки!решили проблему быстро!очень довольна!;4213768;5;1;0;1;0;1;0
огромное спасибо, за молниеносное решение проблемы.;4213725;5;1;0;0;1;1;0
пломбы сорваны, шкафы на распашку, в прошлый раз шланги украли;4213715;5;0;0;0;0;0;1
ольга, когда парковку достроят?;4213696;5;0;0;0;0;0;1
девочки просто молодцы!!!)));4213590;5;0;0;1;0;0;0
❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня;4213476;5;0;0;0;1;1;0
ребята молодцы, спасибо огромное , все устранили 🙏;4213472;5;1;0;1;0;1;0
проблема повторяется очень часто. вопрос не решается, не устраняется причина остановки лифтов практически каждый день. ездить в лифте небезопасно;4213443;5;0;0;0;0;0;1
спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.;4213418;5;1;0;0;0;0;0
выяснили причину , пришел отличный мастер , сделал все за 2 минуты 🫶;4213414;5;1;0;1;1;0;0
много времени прошло с момента обращения;4213295;5;0;0;0;0;0;0
отличный мастер на 10 с плюсом;4213243;5;0;0;1;0;0;0
супруга с ребенком к соседям зашли,так как света не было. спасибо;4213235;5;1;0;0;0;0;0
все починили;4213156;5;1;0;0;0;0;0
все ясно 👍;4213024;5;1;0;0;0;0;0
все понятно;4213020;5;1;0;0;0;0;0
пришел очень хороший мужчина , все объяснил как нужно сделать .;4213012;5;1;0;1;0;0;0
перевели окна на зимний режим. дуть стало немного меньше, но не перестало. составили акт, сказали, что передадут застройщику;4213001;5;0;0;0;0;0;1
да выполнена. благодарю за оперативность 👍;4212816;5;1;0;0;1;0;0
здравствуйте, была услышана специалистом, проблема решена в теч. 1-ой минуты, срасибо;4212739;5;1;0;0;1;0;0
очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!;4212726;5;1;0;1;0;0;0
в квартире никто не проживает, счётчик электроэнергии в квартире отключён, сам нахожусь в другом регионе, возможности разобраться с утречком электроэнергии нет! просьба подробнее помочь разобраться в решении проблемы!;4212598;5;0;0;0;0;0;1
со мной никто не связался и никто не снял показания;4212517;5;0;0;0;0;0;1
все быстро исправили;4212421;5;1;0;0;0;0;0
никто не приходил;4212044;5;0;0;0;0;0;1
спасибо большое специалистам.;4212028;5;0;0;1;0;0;0
отличный мастер, благодарю за выполненную работу!;4212014;5;1;0;1;0;0;0
очень хороший мастер, знает свое дело;4211865;5;0;0;1;0;0;0
отлично, быстро;4211847;5;0;1;0;1;0;0
отличный мастер,приехал быстро👍🤝;4211827;5;0;0;1;1;0;0
все супер ,спасибо -))));4211689;5;1;0;0;0;1;0
быстро всё починили.спасибо.;4211650;5;1;0;0;1;0;0
благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо;4211602;5;1;0;0;1;1;0
спасибо, все быстро и качественно;4211521;5;1;1;0;1;0;0
мастер пришел,установил доводчик,был доброжелателен. спасибо !!!;4211396;5;1;0;0;0;1;0
оперативное решение вопроса.;4211306;5;1;0;0;1;0;0
выполнил работу на совесть, надеюсь, проблем дальше не возникнет.;4211280;5;1;1;0;0;0;0
мастер очень быстро пришел и включил электричество 👍🏻;4211152;5;1;0;0;1;0;0
все отлично, татьяне большое спасибо, оперативно помогла решить проблему;4210961;5;1;0;1;1;0;0
проблема пока не решена. рано оценивать;4210956;5;0;0;0;0;0;1
сергей самый адекватный сантехник нашего жк! спасибо!;4210858;5;0;0;1;0;0;0
спасибо! очень быстро! :);4210800;5;0;0;0;1;0;0
жду справку об отсутствии задолженности. показания счётчиков передала;4210458;5;0;0;0;0;0;1
всё замечательно;4210386;5;0;0;0;0;1;0
отлично и быстро;4210358;5;0;1;0;1;0;0
быстро! качественно! спасибо!;4210314;5;0;1;0;1;0;0
спасибо большое. все супер;4210298;5;0;0;0;0;1;0
"валерия куликова
добрый день, павел артемович
лишние счётчики из приложения убрали. показания по фото внесли.
если данные неверных счётчиков снова отобразятся, просим вас создать новую заявку, направим в службу поддержки.
20:29
опять отображаются лишние счётчики!";4210256;5;0;0;0;0;0;1
спасибо елена!;4210201;5;1;0;0;0;0;0
огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!;4210181;5;1;1;1;0;1;0
спасибо всё поняла.;4210106;5;1;0;0;0;0;0
не понимаю вас. не оплачивать коммунальные? при чем тут собственник? я мама, лплачиваю счета сына и свои. как возможно в этот личный кабинет подключить квартиру 97 садовая 85? это необходимо для оплаты счетов только.  фамилии разные у нас. каким образом получать счета?;4210062;5;0;0;0;0;0;1
умница !!!;4209893;5;0;0;1;0;0;0
спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично;4209886;5;1;1;1;0;0;0
быстро и качественно спасибо большое;4209869;5;0;1;0;1;0;0
очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.;4209867;5;1;0;1;0;1;0
здравствуйте, забыли о править водоснобжение;4209841;5;0;0;0;0;0;1
спасибо большое.  очень оперативно решили вопрос.;4209833;5;1;0;0;1;0;0
вода течет горячая! спасибо!;4209775;5;1;0;0;0;0;0
благодарю вас!!!! спасибо;4209725;5;0;0;0;0;1;0
спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔;4209715;5;1;0;0;0;0;0
мне нужна информация именно на эту сумму,то что задолженность нет знаю;4209601;5;0;0;0;0;0;1
устранили, но некачественно. сказано было, что сама розетка мешается панелями, но ни о какой замене речи и не шло;4209446;5;1;0;0;0;0;0
добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы;4209346;5;1;0;0;0;0;0
только через заявки решается вопрос, батареи стали горячие.;4209170;5;1;0;0;0;0;0
большое спасибо! оперативно решили проблему;4209040;5;1;0;0;1;0;0
шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.;4209036;5;1;0;1;1;1;0
сантехники отреагировали быстро, на данный момент все устранили;4208969;5;1;0;0;1;0;0
выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!;4208733;5;1;0;0;1;1;0
тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.;4208729;5;0;0;0;0;0;1
какой гарантийный период у водопроводной системы, которая зашита внутри стен?;4208679;5;0;0;0;0;0;1
протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.;4208580;5;1;0;0;0;0;0
быстро и результативно. спасибо;4208540;5;0;0;0;1;1;0
по существу. оперативно. молодцы;4208432;5;0;0;1;1;0;0
большое спасибо! какие вы молодцы!;4208370;5;0;0;1;0;1;0
огромное спасибо за помощь 🙏;4208330;5;1;0;0;0;1;0
больше спасибо! всё сделали быстро , оперативно.;4208316;5;1;0;0;1;1;0
батареи были холодные,в течение часа решили вопрос;4208301;5;1;0;0;0;0;0
у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г;4208267;5;0;0;0;0;0;1
спасибо менеджеру алине за помощь в решении заявки;4208199;5;1;0;1;0;0;0
спасибо, все выполнено быстро;4208073;5;1;0;0;1;0;0
отлично,спасибо!!!;4207921;5;1;0;0;0;0;0
отлично, молодцы!;4207851;5;0;1;1;0;0;0
мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.;4207819;5;0;0;0;0;0;1
все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.;4207809;5;1;0;1;0;1;0
оперативно устранили дефект!;4207774;5;1;0;0;1;0;0
проблема не решена.! укажите эл. почту, я вам скину чек об оплате за декабрь.;4207439;5;0;0;0;0;0;1
нет ответа;4207370;5;0;0;0;0;0;1
подскажите пожалуйста куда скинуть акт о выполнении поверки,чтоб в приложении отображалась информация,что поверка проведена?;4207229;5;0;0;0;0;0;1
спасибо) интересно, а что с лифтами после этого?;4207205;5;1;0;0;0;0;0
отличный представитель. все рассказал и подсказал👍🏼;4207142;5;0;0;1;0;0;0
включили лифт быстро, но как надоело это наблюдать почти каждый день!;4207006;5;1;0;0;1;0;0
все отлично, спасибо большое 👍;4206882;5;1;1;0;0;1;0
спасибо, все забрал!;4206862;5;1;0;0;0;0;0
лифт работает,я довольна;4206420;5;1;0;0;0;1;0
быстро перезвонили, вопрос решили;4206375;5;1;0;0;1;0;0
по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за  вашу работу;4206278;5;1;0;0;0;0;0
спасибо, все починили!;4206272;5;1;0;0;0;0;0
спасибо, все сделали, очень благодарны за оперативность!;4206264;5;1;0;0;1;0;0
великолепно! электрик пришел быстро. все сделал.;4206233;5;1;0;0;1;0;0
4,5 из 5.. сама ходила перекрывала воду у соседей.. иначе бы уже накапало прилично мне.. и пыталась до них достучаться.. но в итоге открыли только сантехнику после звонка от ук;4205971;5;1;0;0;0;0;0
спасибо за оперативность, ключи получила.;4205925;5;1;0;0;1;0;0
спасибо за организованность;4205893;5;0;0;0;0;1;0
молодцы, оперативно всë починили.;4205767;5;1;0;1;0;0;0
очень быстро и оперативно , спасибо;4205747;5;0;0;0;1;0;0
всё быстро, качественно, вежливо;4205686;5;0;1;0;1;1;0
мастер пришел очень оперативно. спасибо!;4205657;5;0;0;0;1;0;0
в приложении по-прежнему другой человек,  тоже сергей александров, но не тот;4205652;5;0;0;0;0;0;1
спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо;4205610;5;1;0;1;0;0;0
отлично, быстро, надёжно!;4205558;5;0;1;0;1;0;0
быстрое реагирование;4205497;5;0;0;0;1;0;0
оперативно. ещё бы настроили его, чтоб не хлопала дверь.;4205393;5;0;0;0;1;0;0
проблема не устранена!!!!;4205356;5;0;0;0;0;0;1
нет даты заключения договора;4205339;5;0;0;0;0;0;1
спасибо, теперь снова чисто;4205335;5;1;0;0;0;0;0
мне замена счётчика не нужно , пломбировкп счётчика первичка нужна;4204883;5;0;0;0;0;0;1
благодарю за оперативность по устранению протечки;4204812;5;1;0;0;1;0;0
почему нельзя сразу так ответить?;4204733;5;1;0;0;0;0;0
прекрасный специалист, спасибо!;4204564;5;0;0;1;0;0;0
оперативно ответили;4204456;5;1;0;0;1;0;0
информация дана;4204445;5;1;0;0;0;0;0
на мою просьбу быстро отреагировали, позвонили и быстро решили проблему;4204413;5;1;0;0;1;0;0
"огромное спасибо! наконец-то решили проблему! девушка ""вела"" меня пошагово, терпеливо объясняя";4204394;5;1;0;1;0;1;0
спасибо за оперативное устранение аварии!;4204381;5;1;0;0;1;0;0
спасибо менеджеру алине;4204294;5;0;0;1;0;0;0
отлично. спасибо большое. четко и быстро.;4204166;5;0;1;0;1;0;0
мастер, замечательный пришел и сдалал;4204123;5;1;0;1;0;0;0
управляющий железняков так и не сделал мне перерасчет;4204074;5;0;0;0;0;0;1
было выполнено все быстро, качественно и профессионально, спасибо!;4204054;5;1;1;0;1;1;0
спасибо большое, двери открываются;4204004;5;1;0;0;0;1;0
быстро, оперативно. спасибо!;4203985;5;0;0;0;1;0;0
пришел с вопросом, девушка все рассказала, показала как сделать, вопрос решился за 5 минут. спасибо;4203883;5;1;0;1;1;1;0
спасибо сантехнику сергею за работы по устранению неполадки в системе гвс.;4203848;5;1;0;1;0;0;0
прошу убрать демонтированное окно из подъезда. три месяца стоит.;4203767;5;0;0;0;0;0;1
все отлично! спасибо ук и лично борису;4203698;5;0;0;1;0;1;0
поверка проведена;4203660;5;1;0;0;0;0;0
спасибо, два дня у магазина ничего нет, стеллажей и мусора;4203344;5;1;0;0;0;1;0
спасибо огромное! и за почищенный снег тоже!!!;4203334;5;1;0;0;0;1;0
теперь всё в порядке. повторное начисление убрали. спасибо!;4203276;5;1;0;0;0;1;0
хотя бы с третьего раза пришли и поменяли личинку, благодарю;4203203;5;1;0;0;0;0;0
теперь у меня тоже начали шуметь, переоткройте заявку.;4203043;5;0;0;0;0;0;1
спасибо. показания исправлены;4202767;5;1;0;0;0;0;0
за ответ благодарю. не устраивает, что мне заранее зачислили страховую сумму из переплаты в январе 2025, не согласовав со мной. кто принимает такие решения и почему это не было со мной согласовано?;4202707;5;1;0;0;0;0;0
спасибо большое работу;4202703;5;1;0;0;0;1;0
благодарю за быстрый отклик !;4202648;5;0;0;0;1;0;0
супер сотрудник ! 10 и 10 баллов , профессиональный подход . спасибо.;4202514;5;0;0;1;0;0;0
никто не ответил, сначала было написано: приостановлено, второй ращ: выполнено.;4202403;5;0;0;0;0;0;1
благодарю за терпение)));4202396;5;0;0;0;0;1;0
спасибо мастерам, что оперативно пришли.;4202359;5;0;0;0;1;0;0
молодцы, доволен сантехниками;4202354;5;0;0;1;0;0;0
спасибо) быстро сделали ключи👍;4202169;5;1;0;0;1;0;0
очень быстро решили вопрос! от вызова электрика по замене ламп в коридоре до устранения неисправности прошло минут 30. неожиданно и приятно!;4202115;5;1;0;0;1;1;0
пожалуйста свяжитесь со мной;4202058;5;0;0;0;0;0;1
ждём до весны (теплого времени года );4202014;5;0;0;0;0;0;1
лучший сервис в мире )))));4202008;5;0;0;0;0;1;0
добрый день! прошу указать сроки настройки системы аскуэ. пока система не работает, показания которые передаем вручную не учитываются?;4201875;5;0;0;0;0;0;1
забрал очки;4201832;5;1;0;0;0;0;0
спасибо за быстрый отклик на заявку, к сожалению проблема не решилась, запах остался, будем ждать потоп.;4201573;5;0;0;0;0;0;1
огромное спасибо!!!! завтра жду мастера-фломастера;4201552;5;0;0;0;0;0;1
